PNA;MIEJSCOWOå∆;ULICA;NUMERY;GMINA;POWIAT;WOJEW”DZTWO
85-796;Bydgoszcz;Jana Bielawskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-163;Bydgoszcz;Jana Biziela;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-792;Bydgoszcz;Jana Brzechwy;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-340;Bydgoszcz;Jana Brzozog≥owego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-158;Bydgoszcz;Jana Henryka Dπbrowskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-011;Bydgoszcz;Jana i JÍdrzeja åniadeckich;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-060;Bydgoszcz;Jana III Sobieskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-065;Bydgoszcz;Jana Karola Chodkiewicza;1-21(n);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-064;Bydgoszcz;Jana Karola Chodkiewicza;2-30(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-656;Bydgoszcz;Jana Karola Chodkiewicza;23-27(n);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-667;Bydgoszcz;Jana Karola Chodkiewicza;29-95(n), 32-92(p), 66-67a;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-073;Bydgoszcz;Jana Kasprowicza;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-035;Bydgoszcz;Jana Kazimierza;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-670;Bydgoszcz;Jana KiliÒskiego;1-8;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-651;Bydgoszcz;Jana KiliÒskiego;9-25(n), 10-18(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;Jana Kleina;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-657;Bydgoszcz;Jana Kozietulskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-367;Bydgoszcz;Jana Maciaszka;112-141, 143-151(n);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-366;Bydgoszcz;Jana Maciaszka;1-35(n), 2-58(p), 39-41(n), 45-81(n), 60-73, 87-111;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-364;Bydgoszcz;Jana Maciaszka;37, 43;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-370;Bydgoszcz;Jana Maciaszka;83;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-472;Bydgoszcz;Jana Ma≥eckiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-792;Bydgoszcz;Jana Marcina Szancera;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-061;Bydgoszcz;Jana Matejki;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-472;Bydgoszcz;Jana Montowskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-509;Bydgoszcz;Jana Onufrego Zag≥oby;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-349;Bydgoszcz;Jana Ostroroga;1-21a(n), 2-32(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-330;Bydgoszcz;Jana Ostroroga;23-DK(n), 34-DK(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-095;Bydgoszcz;Jana Pestalozziego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-791;Bydgoszcz;Jana Piwnika-Ponurego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;Jana Styki;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;Jana Teski;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-791;Bydgoszcz;Jana Wierzejewskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;Jana z P≥onkowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-063;Bydgoszcz;Jana Zamoyskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-174;Bydgoszcz;Janikowska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-792;Bydgoszcz;Janiny PoraziÒskiej;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;Janka z Czarnkowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-794;Bydgoszcz;Janosika;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-376;Bydgoszcz;Janowiecka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-471;Bydgoszcz;Janowska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-319;Bydgoszcz;Janusza Korczaka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;Janusza Wojs≥awica;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-817;Bydgoszcz;Jar Czynu Spo≥ecznego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-410;Bydgoszcz;Jarmuøowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-376;Bydgoszcz;Jaros≥awska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;JaruøyÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-430;Bydgoszcz;Jarzπbkowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-627;Bydgoszcz;JarzÍbinowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;Jasiniecka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-308;Bydgoszcz;JaskÛ≥cza;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-205;Bydgoszcz;Jasna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-334;Bydgoszcz;JasnogÛrska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-668;Bydgoszcz;JastrzÍbia;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-141;Bydgoszcz;Jaúminowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-110;Bydgoszcz;Jatki;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-628;Bydgoszcz;Jaworowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-436;Bydgoszcz;Jazgarzowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-520;Bydgoszcz;Jednostronna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-809;Bydgoszcz;Jelenia;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-378;Bydgoszcz;JeleniogÛrska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-791;Bydgoszcz;Jeremiego Przybory;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-862;Bydgoszcz;Jerzego Falkowskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-407;Bydgoszcz;Jerzego Orlicza;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;Jerzego Rupniewskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-365;Bydgoszcz;Jesienna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-149;Bydgoszcz;Jesionowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-435;Bydgoszcz;Jesiotrowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-436;Bydgoszcz;Jeziorna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-102;Bydgoszcz;Jezuicka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-687;Bydgoszcz;Jeüdziecka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-552;Bydgoszcz;Jeøewska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-343;Bydgoszcz;Jeøynowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-417;Bydgoszcz;JÍczmienna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-373;Bydgoszcz;JÍdrzejowska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-669;Bydgoszcz;Joachima Lelewela;1-23a;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-652;Bydgoszcz;Joachima Lelewela;24-36(p), 25-39(n);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-638;Bydgoszcz;Joachima Lelewela;38-44(p), 45-51;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-630;Bydgoszcz;Jod≥owa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-137;Bydgoszcz;Jordanowska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-546;Bydgoszcz;JÛzefa Bema;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-306;Bydgoszcz;JÛzefa Brandta;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-426;Bydgoszcz;JÛzefa Bronikowskiego;3-37b(n), 8-22(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-350;Bydgoszcz;JÛzefa Bronikowskiego;45-47(n);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;JÛzefa Che≥moÒskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-216;Bydgoszcz;JÛzefa Ch≥opickiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-645;Bydgoszcz;JÛzefa Dwernickiego;3-9(n);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-675;Bydgoszcz;JÛzefa Dwernickiego;4-10(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;JÛzefa Grussa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-240;Bydgoszcz;JÛzefa Ignacego Kraszewskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;JÛzefa Korzeniowskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-374;Bydgoszcz;JÛzefa Makowskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-862;Bydgoszcz;JÛzefa Milcherta;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-660;Bydgoszcz;JÛzefa Poniatowskiego;14-30(p), 15;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-090;Bydgoszcz;JÛzefa Poniatowskiego;3-5(n);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-671;Bydgoszcz;JÛzefa Poniatowskiego;9, 10-12a(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-083;Bydgoszcz;JÛzefa SowiÒskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-642;Bydgoszcz;JÛzefa Su≥kowskiego;11, 34, 42-48(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-634;Bydgoszcz;JÛzefa Su≥kowskiego;13-21(n), 50-62(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-655;Bydgoszcz;JÛzefa Su≥kowskiego;2-32(p), 36-40(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;JÛzefa Twardzickiego;1, 16;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-791;Bydgoszcz;JÛzefa Twardzickiego;8-14d(p), 13-21(n), 26-62;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-666;Bydgoszcz;JÛzefa Wybickiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-794;Bydgoszcz;JuhasÛw;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-309;Bydgoszcz;Juliana Fa≥ata;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-862;Bydgoszcz;Juliana Kielbicha;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;Juliana Prejsa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-335;Bydgoszcz;Juliana Tuwima;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-064;Bydgoszcz;Juliana Ursyna Niemcewicza;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-307;Bydgoszcz;Juliusza Kossaka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-008;Bydgoszcz;Juliusza S≥owackiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-794;Bydgoszcz;Juliusza Zborowskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-453;Bydgoszcz;Kacza;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-482;Bydgoszcz;Kajakowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-485;Bydgoszcz;Kaktusowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-364;Bydgoszcz;Kalinowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-602;Bydgoszcz;Kaliska;1-7(n), 2-10(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-637;Bydgoszcz;Kaliska;9-15(n), 12-DK(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;Kameralna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-726;Bydgoszcz;Kamienna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-770;Bydgoszcz;Kampinoska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-207;Bydgoszcz;Kana≥owa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-446;Bydgoszcz;Kanarkowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-548;Bydgoszcz;KanonierÛw;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;KapelusznikÛw;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-774;Bydgoszcz;KapitaÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-756;Bydgoszcz;Kapliczna;1;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-775;Bydgoszcz;Kapliczna;2-10(p), 7-23(n);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-473;Bydgoszcz;Kapryúna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-807;Bydgoszcz;Kapuúciska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-435;Bydgoszcz;Karasiowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;Karkonoska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-436;Bydgoszcz;Karmazynowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-070;Bydgoszcz;Karmelicka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-096;Bydgoszcz;Karola KurpiÒskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-080;Bydgoszcz;Karola Libelta;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-056;Bydgoszcz;Karola Marcinkowskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-738;Bydgoszcz;Karola Szajnochy;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-074;Bydgoszcz;Karola Szymanowskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-420;Bydgoszcz;Karolewska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-164;Bydgoszcz;Karpacka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-435;Bydgoszcz;Karpia;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-457;Bydgoszcz;KarsiÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-384;Bydgoszcz;Kartuska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-606;Bydgoszcz;Kasztanowa;12d, 27a;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-605;Bydgoszcz;Kasztanowa;16-66(p), 21-45(n), 57;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;KasztelaÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-048;Bydgoszcz;Kaszubska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-379;Bydgoszcz;Katowicka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-435;Bydgoszcz;Kawiorowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;Kazimierza Boruckiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-133;Bydgoszcz;Kazimierza BrodziÒskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;Kazimierza Hoffmana;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-459;Bydgoszcz;Kazimierza Ju≥gi;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;Kazimierza Konradowica;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-337;Bydgoszcz;Kazimierza Przerwy-Tetmajera;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-619;Bydgoszcz;Kazimierza Pu≥askiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-472;Bydgoszcz;Kazimierza Styp-Rekowskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-228;Bydgoszcz;Kπcik;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-811;Bydgoszcz;Kπkolowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-513;Bydgoszcz;Kπpielowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-304;Bydgoszcz;KcyÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-141;Bydgoszcz;KÍtrzyÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-872;Bydgoszcz;Kielecka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-435;Bydgoszcz;Kie≥bikowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-703;Bydgoszcz;Kijowska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-436;Bydgoszcz;Kilowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-339;Bydgoszcz;Klemensa Janickiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-436;Bydgoszcz;Kleniowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-794;Bydgoszcz;Klimka Bachledy;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-862;Bydgoszcz;Kliniczna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-689;Bydgoszcz;K≥odzka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-356;Bydgoszcz;K≥osowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-453;Bydgoszcz;Kobaltowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-422;Bydgoszcz;Kociewska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-431;Bydgoszcz;Kogucia;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-363;Bydgoszcz;Kokosowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-521;Bydgoszcz;Kolejarska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-431;Bydgoszcz;Kolibrowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-470;Bydgoszcz;Kolonijna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-704;Bydgoszcz;Ko≥obrzeska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-549;Bydgoszcz;KomandosÛw;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-829;Bydgoszcz;KombatantÛw;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-552;Bydgoszcz;Komierowska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;Komisji Edukacji Narodowej;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-858;Bydgoszcz;Komuny Paryskiej;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-766;Bydgoszcz;Konduktorska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-791;Bydgoszcz;KonfederatÛw Barskich;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-687;Bydgoszcz;Konna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-133;Bydgoszcz;Konopna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;Konrada Fiedlera;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-795;Bydgoszcz;Konstantego Chmielewskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-322;Bydgoszcz;Konstantego Ildefonsa Ga≥czyÒskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;Konstantego Krygera;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-392;Bydgoszcz;Konwaliowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-837;Bydgoszcz;Koralowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-432;Bydgoszcz;KormoranÛw;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-335;Bydgoszcz;Kornela MakuszyÒskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-168;Bydgoszcz;Kornela Ujejskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-421;Bydgoszcz;Koronowska;1-5c(n), 2-8a(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-405;Bydgoszcz;Koronowska;7-DK(n), 10-DK(p);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-557;Bydgoszcz;Korzenna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-534;Bydgoszcz;KosmonautÛw;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-709;Bydgoszcz;KostrzyÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-615;Bydgoszcz;KosynierÛw;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-714;Bydgoszcz;KoszaliÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-324;Bydgoszcz;Koszarowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-364;Bydgoszcz;Koszykowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-033;Bydgoszcz;Koúcieleckich Pl.;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;Koúcielna;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-385;Bydgoszcz;Koúcierska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-568;Bydgoszcz;Kotomierska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-435;Bydgoszcz;Kotwicowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-374;Bydgoszcz;KowieÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-616;Bydgoszcz;Kozacka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-367;Bydgoszcz;Koülakowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-410;Bydgoszcz;KÛrnicka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-435;Bydgoszcz;Krabowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-457;Bydgoszcz;KrajeÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-045;Bydgoszcz;Krakowska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-452;Bydgoszcz;KraÒcowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-456;Bydgoszcz;Kraskowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-147;Bydgoszcz;Krecia;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-117;Bydgoszcz;KrÍta;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-460;Bydgoszcz;Krogulcza;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-361;Bydgoszcz;Krokusowa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-386;Bydgoszcz;KroúnieÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-378;Bydgoszcz;KrotoszyÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-231;Bydgoszcz;KrÛlowej Jadwigi;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-130;Bydgoszcz;KrÛtka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-308;Bydgoszcz;Krucza;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-213;Bydgoszcz;Kruszwicka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-448;Bydgoszcz;KruszyÒska;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-479;Bydgoszcz;Krynicka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-790;Bydgoszcz;Kryszta≥owa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-522;Bydgoszcz;Krzemieniecka;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-374;Bydgoszcz;Krzysztofa Candera;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-030;Bydgoszcz;Krzysztofa Gotowskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-805;Bydgoszcz;Krzysztofa Kamila BaczyÒskiego;1-6;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-822;Bydgoszcz;Krzysztofa Kamila BaczyÒskiego;8-18(p), 13-39(n);Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-363;Bydgoszcz;Krzywa;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-225;Bydgoszcz;ks. Augustyna Kordeckiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-543;Bydgoszcz;Ks. Augustyna Szamarzewskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-424;Bydgoszcz;ks. Bernarda Sychty;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-796;Bydgoszcz;ks. Henryka Szumana;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-080;Bydgoszcz;Ks. Hugona Ko≥≥πtaja;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-156;Bydgoszcz;ks. Ignacego Skorupki;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-151;Bydgoszcz;Ks. Jana BocheÒskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-233;Bydgoszcz;Ks. Jana D≥ugosza;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-309;Bydgoszcz;ks. Jana KonopczyÒskiego;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
85-863;Bydgoszcz;ks. Jerzego Popie≥uszki;;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie
