,Kod_TERYT,nazwa_samorządu,Województwo,Powiat,typ_JST,nazwa_urzędu_JST,miejscowość,Kod pocztowy,poczta,Ulica,Nr domu,telefon kierunkowy,telefon,telefon 2,wewnętrzny,FAX kierunkowy,FAX,FAX wewnętrzny,ogólny adres poczty elektronicznej gminy/powiatu/województwa,adres www jednostki,ESP,adresy email
443,0607042,Gościeradów,lubelskie,kraśnicki,GW,Urząd Gminy Gościeradów,Gościeradów Ukazowy,23-275,Gościeradów,Gościeradów Ukazowy,61,15,8381105,8381132,,15,8381140,,poczta@goscieradow.pl,www.goscieradow.pl,,poczta@goscieradow.pl
444,0607011,Kraśnik,lubelskie,kraśnicki,GM,Urząd Miasta Kraśnik,Kraśnik,23-200,Kraśnik,ul. Lubelska,84,81,8251572,8843072,,81,8252709,,sekretariat@krasnik.eu,www.krasnik.eu,,sekretariat@krasnik.eu
445,0607052,Kraśnik,lubelskie,kraśnicki,GW,Urząd Gminy Kraśnik,Kraśnik,23-200,Kraśnik,ul. Kościuszki,24,81,8843427,,,81,8843787,,sekretariat@gminakrasnik.pl,www.gminakrasnik.pl,,sekretariat@gminakrasnik.pl
446,0607000,Powiat Kraśnicki,lubelskie,kraśnicki,P,Starostwo Powiatowe w Kraśniku,Kraśnik,23-204,Kraśnik,Al. Niepodległości,20,81,8255899,,,81,8255052,,sekretariat@powiatkrasnicki.pl,www.powiatkrasnicki.pl,,sekretariat@powiatkrasnicki.pl
447,0607062,Szastarka,lubelskie,kraśnicki,GW,Urząd Gminy Szastarka,Szastarka,23-225,Szastarka,Szastarka,121,15,8714130,8714104,,15,8714145,,sekretariat@gminaszastarka.pl,www.gminaszastarka.pl,,sekretariat@gminaszastarka.pl
448,0607072,Trzydnik Duży,lubelskie,kraśnicki,GW,Urząd Gminy Trzydnik Duży,Trzydnik Duży,23-230,Trzydnik Duży,Trzydnik Duży,59A,15,8731879,,,15,8731821,,sekretariat@trzydnikduzy.pl,www.trzydnikduzy.pl,,sekretariat@trzydnikduzy.pl
449,0607083,Urzędów,lubelskie,kraśnicki,GMW,Urząd Miejski w Urzędowie,Urzędów,23-250,Urzędów,Rynek,26,81,8225030,,,81,8225150,,gmina@urzedow.pl,www.urzedow.pl,,gmina@urzedow.pl
450,0607092,Wilkołaz,lubelskie,kraśnicki,GW,Urząd Gminy Wilkołaz,Wilkołaz,23-212,Wilkołaz,Wilkołaz Pierwszy,9,81,8212001,,,81,8212695,,gmina@wilkolaz.pl,www.wilkolaz.pl,,gmina@wilkolaz.pl
451,0607102,Zakrzówek,lubelskie,kraśnicki,GW,Urząd Gminy Zakrzówek,Zakrzówek,23-213,Zakrzówek,ul. Żeromskiego,24,81,8215002,,,81,8215002,,gmina@zakrzowek.pl,www.zakrzowek.pl,,gmina@zakrzowek.pl
452,0608022,Abramów,lubelskie,lubartowski,GW,Urząd Gminy Abramów,Abramów,21-143,Abramów,ul.  Szkolna,2,81,8525001,8525016,,81,8525016,,gmina@abramow.pl,www.abramow.pl,,gmina@abramow.pl
453,0608032,Firlej,lubelskie,lubartowski,GW,Urząd Gminy Firlej,Firlej,21-136,Firlej,ul. Rynek,1,81,8575041,8575034,,81,8575081,,sekretariat@firlej.pl,www.firlej.pl,,sekretariat@firlej.pl
454,0608042,Jeziorzany,lubelskie,lubartowski,GW,Urząd Gminy Jeziorzany,Jeziorzany,21-146,Jeziorzany,ul. Rynek,22,81,8578001,,,81,8578002,,gmina.jeziorzany@jeziorzany.eu,www.jeziorzany.eu,,gmina.jeziorzany@jeziorzany.eu
455,0608053,Kamionka,lubelskie,lubartowski,GMW,Urząd Gminy Kamionka,Kamionka,21-132,Kamionka,ul. Lubartowska,1,81,8527039,,,81,8527058,,sekretariat@ugkamionka.pl,www.kamionka.pl,,sekretariat@ugkamionka.pl
456,0608063,Kock,lubelskie,lubartowski,GMW,Urząd Miejski w Kocku,Kock,21-150,Kock,ul. Jana Pawła II,29,81,8591004,8591005,,81,8591059,,kock@kock.pl,www.kock.pl,,kock@kock.pl
457,0608011,Lubartów,lubelskie,lubartowski,GM,Urząd Miasta Lubartów,Lubartów,21-100,Lubartów,ul. Jana Pawła II,12,81,8552273,,,81,8552016,,poczta@um.lubartow.pl,www.lubartow.pl,,poczta@um.lubartow.pl
458,0608072,Lubartów,lubelskie,lubartowski,GW,Urząd Gminy Lubartów,Lubartów,21-100,Lubartów,ul. Lubelska,18 A,81,8553586,,,81,8545901,,ug@gmina-lubartow.pl,www.gmina-lubartow.pl,,ug@gmina-lubartow.pl
459,0608082,Michów,lubelskie,lubartowski,GW,Urząd Gminy Michów,Michów,21-140,Michów,Rynek I,16,81,8566001,8566202,,81,8566001,20,sekretariat@michow.eurzad.eu,www.gminamichow.pl,,sekretariat@michow.eurzad.eu
460,0608092,Niedźwiada,lubelskie,lubartowski,GW,Urząd Gminy Niedźwiada,Niedźwiada-Kolonia,21-104,Niedźwiada,Niedźwiada-Kolonia,43,81,8512004,,,81,4643279,,poczta@niedzwiada.pl,www.niedzwiada.pl,,poczta@niedzwiada.pl
461,0608103,Ostrów Lubelski,lubelskie,lubartowski,GMW,Urząd Miejski Ostrów Lubelski,Ostrów Lubelski,21-110,Ostrów Lubelski,ul. Partyzantów,1,81,8520003,,,81,8520642,,ostrowlubelski@lubelskie.pl,www.ostrowlubelski.pl,,ostrowlubelski@lubelskie.pl
462,0608112,Ostrówek,lubelskie,lubartowski,GW,Urząd Gminy Ostrówek,Ostrówek-Kolonia,21-102,Ostrówek,Ostrówek-Kolonia,32,81,8562002,,,81,8562002,,sekretariat@ostrowek.pl,www.ostrowek.pl,,sekretariat@ostrowek.pl
463,0608000,Powiat Lubartowski,lubelskie,lubartowski,P,Starostwo Powiatowe w Lubartowie,Lubartów,21-100,Lubartów,ul. Słowackiego,8,81,8552865,,,81,8543324,,starostwo@powiatlubartowski.pl,www.powiatlubartowski.pl,,starostwo@powiatlubartowski.pl
464,0608122,Serniki,lubelskie,lubartowski,GW,Urząd Gminy Serniki,Serniki,21-107,Serniki,Serniki,1A,81,8550450,,,81,8550456,,ug@serniki.eurzad.eu,www.serniki.eurzad.eu,,ug@serniki.eurzad.eu
465,0608132,Uścimów,lubelskie,lubartowski,GW,Urząd Gminy Uścimów,Uścimów,21-109,Uścimów,Stary Uścimów,37,81,8523045,,,81,8523045,,uscimow@lubelskie.pl,www.uscimow.org.pl,,uscimow@lubelskie.pl
466,0609013,Bełżyce,lubelskie,lubelski,GMW,Urząd Miejski w Bełżycach,Bełżyce,24-200,Bełżyce,ul. Lubelska,3,81,5172724,5172728,,81,5172506,,gmina@belzyce.pl,www.belzyce.pl,,gmina@belzyce.pl
467,0609022,Borzechów,lubelskie,lubelski,GW,Urząd Gminy Borzechów,Borzechów,24-224,Borzechów,Borzechów,,81,5111702,5111703,,81,5111024,,ug@borzechow.eu,www.borzechow.eu,,ug@borzechow.eu
468,0609033,Bychawa,lubelskie,lubelski,GMW,Urząd Miejski w Bychawie,Bychawa,23-100,Bychawa,ul. Partyzantów,1,81,5660004,5660049,,81,5660048,,um@bychawa.pl,www.bychawa.pl,,um@bychawa.pl
469,0609042,Garbów,lubelskie,lubelski,GW,Urząd Gminy Garbów,Garbów,21-080,Garbów,ul. Krakowskie Przedmieście,50,81,5018063,,,81,5018070,,ug@garbow.pl,www.garbow.pl,,ug@garbow.pl
470,0609052,Głusk,lubelskie,lubelski,GW,Urząd Gminy Głusk,Dominów,20-388,Dominów,ul. Rynek,1,81,7518760,,,81,7518650,,sekretariat@glusk.pl,www.glusk.pl,,sekretariat@glusk.pl
471,0609062,Jabłonna,lubelskie,lubelski,GW,Urząd Gminy Jabłonna,Jabłonna,23-114,Jabłonna Majątek,Jabłonna Majątek,22,81,5610570,,,81,5610065,,gmina@jablonna.lubelskie.pl,www.jablonna.lubelskie.pl,,gmina@jablonna.lubelskie.pl
472,0609072,Jastków,lubelskie,lubelski,GW,Urząd Gminy Jastków,Panieńszczyzna,21-002,Jastków,ul. Chmielowa,3,81,5020425,,,81,5020144,,poczta@jastkow.pl,www.jastkow.pl,,poczta@jastkow.pl
473,0609082,Konopnica,lubelskie,lubelski,GW,Urząd Gminy Konopnica,Konopnica,21-030,Motycz,Kozubszczyzna,127 A,81,5031081,,,81,5031082,,sekretariat@konopnica.eu,www.konopnica.lubelskie.pl,,sekretariat@konopnica.eu
474,0609092,Krzczonów,lubelskie,lubelski,GW,Urząd Gminy Krzczonów,Krzczonów,23-110,Krzczonów,Spokojna,7,81,5664051,5664053,,81,5664093,,sekretariat@krzczonow.mbnet.pl,www.krzczonow.lubelskie.pl,,sekretariat@krzczonow.mbnet.pl
475,0609102,Niedrzwica Duża,lubelskie,lubelski,GW,Urząd Gminy Niedrzwica Duża,Niedrzwica Duża,24-220,Niedrzwica Duża,ul. Lubelska,30,81,5175085,,,81,5175085,28,info@niedrzwicaduza.pl,www.niedrzwicaduza.pl,,info@niedrzwicaduza.pl
476,0609112,Niemce,lubelskie,lubelski,GW,Urząd Gminy Niemce,Niemce,21-025,Niemce,ul. Lubelska,121,81,7561521,,10,81,7561790,,info@niemce.pl,www.niemce.pl,,info@niemce.pl
477,0609000,Powiat Lubelski,lubelskie,lubelski,P,Starostwo Powiatowe w Lublinie,Lublin,20-074,Lublin,ul. Spokojna,9,81,5286603,,,81,5286601,,starostwo@powiat.lublin.pl,www.powiat.lublin.pl,,starostwo@powiat.lublin.pl
478,0609122,Strzyżewice,lubelskie,lubelski,GW,Urząd Gminy Strzyżewice,Strzyżewice,23-107,Strzyżewice,Strzyżewice,109,81,5666025,,,81,5666025,,gmina@strzyzewice.lubelskie.pl,www.strzyzewice.lubelskie.pl,,gmina@strzyzewice.lubelskie.pl
479,0609132,Wojciechów,lubelskie,lubelski,GW,Urząd Gminy Wojciechów,Wojciechów,24-204,Wojciechów,Wojciechów,5,81,5177353,5177241,,81,5177665,,info@wojciechow.pl,www.wojciechow.pl,,info@wojciechow.pl
480,0609142,Wólka,lubelskie,lubelski,GW,Urząd Gminy Wólka,Jakubowice Murowane,20-258,Lublin 62,Jakubowice Murowane,8,81,7464844,4781750,,81,7465001,,wolka@bazagmin.pl,www.wolka.pl,,wolka@bazagmin.pl
481,0609152,Wysokie,lubelskie,lubelski,GW,Urząd Gminy Wysokie,Wysokie,23-145,Wysokie,ul. Nowa,1,84,6806206,,,84,6806244,,ug@ugwysokie.lbl.pl,www.wysokie.pl,,ug@ugwysokie.lbl.pl
482,0609162,Zakrzew,lubelskie,lubelski,GW,Urząd Gminy Zakrzew,Zakrzew,23-155,Zakrzew,Zakrzew,26,84,6809700,6809701,,84,6809226,,ug@zakrzew.eu,www.zakrzew.lubelskie.pl,,ug@zakrzew.eu
483,0663011,Lublin,lubelskie,Lublin,MNP,Urząd Miasta Lublin,Lublin,20-109,Lublin,Plac Króla Władysława Łokietka,1,81,4661000,,,81,4661001,,urzad_miasta@lublin.eu,www.lublin.eu,,urzad_miasta@lublin.eu
484,0610012,Cyców,lubelskie,łęczyński,GW,Urząd Gminy Cyców,Cyców,21-070,Cyców,ul. Chełmska,42,82,5677003,,,82,5677200,,Gmina_Cycow@ugcycow.pl,www.ugcycow.pl,,Gmina_Cycow@ugcycow.pl
485,0610022,Ludwin,lubelskie,łęczyński,GW,Urząd Gminy Ludwin,Ludwin,21-075,Ludwin,Ludwin,51,81,7570901,,,81,7570028,,ludwin@lubelskie.pl,www.gminaludwin.pl,,ludwin@lubelskie.pl
486,0610033,Łęczna,lubelskie,łęczyński,GMW,Urząd Miejski w Łęcznej,Łęczna,21-010,Łęczna,Plac Kościuszki,5,81,5358600,,,81,7520242,,info@um.leczna.pl,www.leczna.pl,,info@um.leczna.pl
487,0610042,Milejów,lubelskie,łęczyński,GW,Urząd Gminy Milejów,Milejów,21-020,Milejów,ul. Partyzancka,13a,81,7572026,7572005,,81,7572385,45,sekretariat@milejow.pl,www.milejow.pl,,sekretariat@milejow.pl
488,0610000,Powiat Łęczyński,lubelskie,łęczyński,P,Starostwo Powiatowe w Łęcznej,Łęczna,21-010,Łęczna, Al.Jana Pawła II ,95a,81,5 315 200,,,81,7526464,,poczta@powiatleczynski.pl,www.powiatleczynski.pl,,poczta@powiatleczynski.pl
489,0610052,Puchaczów,lubelskie,łęczyński,GW,Urząd Gminy Puchaczów,Puchaczów,21-013,Puchaczów,ul. Lubelska,22,81,7575012,,,81,7575765,,puchaczow@lubelskie.pl,www.puchaczow.pl,,puchaczow@lubelskie.pl
490,0610062,Spiczyn,lubelskie,łęczyński,GW,Urząd Gminy Spiczyn,Spiczyn,21-077,Spiczyn,Spiczyn,10c,81,7577048,7553113,,81,7577048,,gmina@spiczyn.pl,www.spiczyn.pl,,gmina@spiczyn.pl
491,0611032,Adamów,lubelskie,łukowski,GW,Urząd Gminy Adamów,Adamów,21-412,Adamów,ul. gen. Franciszka Kleeberga,5,25,7553140,,,25,7553167,,adamow@adamow.pl,www.adamow.pl,/ADAMOW/SkrytkaESP,adamow@adamow.pl
492,0611042,Krzywda,lubelskie,łukowski,GW,Urząd Gminy Krzywda,Krzywda,21-470,Krzywda,ul. Żelechowska,24B,25,7551006,,,25,7551061,,sekretariat@gminakrzywda.pl,www.gminakrzywda.com,,sekretariat@gminakrzywda.pl
493,0611011,Łuków,lubelskie,łukowski,GM,Urząd Miasta Łuków,Łuków,21-400,Łuków,ul. Piłsudskiego,17,25,7983001,,,25,7982701,,sekretariat@um.lukow.pl,www.um.lukow.pl,,sekretariat@um.lukow.pl
494,0611052,Łuków,lubelskie,łukowski,GW,Urząd Gminy Łuków,Łuków,21-400,Łuków,ul. Świderska,12,25,7982439,,,25,7982392,,sekretariat@lukow.ug.gov.pl,www.lukow.ug.gov.pl,,sekretariat@lukow.ug.gov.pl
495,0611000,Powiat Łukowski,lubelskie,łukowski,P,Starostwo Powiatowe w Łukowie,Łuków,21-400,Łuków,ul. Piłsudskiego,17,25,7982203,,,25,7987491,,sekretariat@starostwolukow.pl,www.starostwolukow.pl,,sekretariat@starostwolukow.pl
496,0611062,Serokomla,lubelskie,łukowski,GW,Urząd Gminy Serokomla,Serokomla,21-413,Serokomla,ul. Warszawska,21,25,7554502,,,25,7554502,,sekretariat@gminaserokomla.pl,www.gminaserokomla.pl,,sekretariat@gminaserokomla.pl
497,0611072,Stanin,lubelskie,łukowski,GW,Urząd Gminy Stanin,Stanin,21-422,Stanin,Stanin,62,25,7981104,,,25,7981118,,stanin@stanin.pl,www.stanin.pl,,stanin@stanin.pl
498,0611021,Stoczek Łukowski,lubelskie,łukowski,GM,Urząd Miasta Stoczek Łukowski,Stoczek Łukowski,21-450,Stoczek Łukowski,Plac Tadeusza Kościuszki ,1,25,7970001,,,25,7970073,,miasto@stoczek-lukowski.pl,www.stoczek-lukowski.pl,,miasto@stoczek-lukowski.pl
499,0611082,Stoczek Łukowski,lubelskie,łukowski,GW,Urząd Gminy Stoczek Łukowski,Stoczek Łukowski,21-450,Stoczek Łukowski,pl. T. Kościuszki,1,25,7970047,,,25,7970047,,gmina@stoczeklukowski.pl,www.stoczeklukowski.pl,,gmina@stoczeklukowski.pl
500,0611092,Trzebieszów,lubelskie,łukowski,GW,Urząd Gminy Trzebieszów,Trzebieszów Drugi,21-404,Trzebieszów,Trzebieszów Drugi,89,25,7960355,,,25,7960373,,sekretariat@trzebieszow.gmina.pl,www.trzebieszow.gmina.pl,,sekretariat@trzebieszow.gmina.pl
501,0611102,Wojcieszków,lubelskie,łukowski,GW,Urząd Gminy Wojcieszków,Wojcieszków,21-411,Wojcieszków,ul. Kościelna,46,25,7554101,,,25,6239797,,urzad_gminy@wojcieszkow.pl,www.wojcieszkow.pl,,urzad_gminy@wojcieszkow.pl
502,0611112,Wola Mysłowska,lubelskie,łukowski,GW,Urząd Gminy Wola Mysłowska,Wola Mysłowska,21-426,Wola Mysłowska,Wola Mysłowska,57,25,7542522,,,25,7542516,,urzad@wolamyslowska.com.pl,www.wolamyslowska.com.pl,,urzad@wolamyslowska.com.pl
503,0612012,Chodel,lubelskie,opolski,GW,Urząd Gminy Chodel,Chodel,24-350,Chodel,Partyzantów,24,81,8277310,,,81,8277311,,sekretariat.chodel@eurzad.eu,www.chodel.gmina.pl,,sekretariat.chodel@eurzad.eu
504,0612023,Józefów nad Wisłą,lubelskie,opolski,GMW,Urząd Miasta Józefów nad Wisłą,Józefów nad Wisłą,24-340,Józefów nad Wisłą,ul. Opolska,33f,81,8288320,,,81,8285070,,sekretariat@gminajozefow.pl,www.gminajozefow.pl,,sekretariat@gminajozefow.pl
505,0612032,Karczmiska,lubelskie,opolski,GW,Urząd Gminy Karczmiska,Karczmiska,24-310,Karczmiska,ul. Centralna,17,81,8287026,,,81,8287026,,sekretariat@poczta.karczmiska.pl,www.karczmiska.lubelskie.pl,,sekretariat@poczta.karczmiska.pl
506,0612042,Łaziska,lubelskie,opolski,GW,Urząd Gminy Łaziska,Łaziska,24-335,Łaziska,Łaziska,76,81,8276920,,,81,8276936,,sekretariat@gminalaziska.pl,www.gminalaziska.pl,,sekretariat@gminalaziska.pl
507,0612053,Opole Lubelskie,lubelskie,opolski,GMW,Urząd Miejski w Opolu Lubelskim,Opole Lubelskie,24-300,Opole Lubelskie,ul. Lubelska,4,81,8277201,,,81,8277200,,sekretariat@opolelubelskie.pl,www.opolelubelskie.pl,,sekretariat@opolelubelskie.pl
508,0612063,Poniatowa,lubelskie,opolski,GMW,Urząd Miejski w Poniatowej,Poniatowa,24-320,Poniatowa,ul. Młodzieżowa,2,81,8204836,,,81,8273573,,sekretariat@um.poniatowa.pl,http://um.poniatowa.pl/,,sekretariat@um.poniatowa.pl
509,0612000,Powiat Opolski,lubelskie,opolski,P,Starostwo Powiatowe w Opolu Lubelskim,Opole Lubelskie,24-300,Opole Lubelskie,ul. Lubelska,4,81,8272260,,,81,8272236,,starostwo@opole.lublin.pl,www.opole.lublin.pl,,starostwo@opole.lublin.pl
510,0612072,Wilków,lubelskie,opolski,GW,Urząd Gminy Wilków,Wilków,24-313,Wilków,Wilków,62A,81,8281002,,,81,8281379,,wilkow@gminawilkow.pl,www.wilkow.lubelskie.pl,,wilkow@gminawilkow.pl
511,0613012,Dębowa Kłoda,lubelskie,parczewski,GW,Urząd Gminy Dębowa Kłoda,Dębowa Kłoda,21-211,Dębowa Kłoda,Dębowa Kłoda,116A,83,3557008,,,83,3557044,,sekretariat@debowakloda.pl,www.debowakloda.pl,,sekretariat@debowakloda.pl
512,0613022,Jabłoń,lubelskie,parczewski,GW,Urząd Gminy Jabłoń,Jabłoń,21-205,Jabłoń,ul. Augusta Zamojskiego,27,83,3560006,,,83,3560013,,ugjablon@jablon.pl,www.jablon.pl,,ugjablon@jablon.pl
513,0613032,Milanów,lubelskie,parczewski,GW,Urząd Gminy Milanów,Milanów,21-210,Milanów,ul. Kościelna,11A,83,3567002,,,83,3567621,,gmina@milanow.pl,www.milanow.pl,,gmina@milanow.pl
514,0613043,Parczew,lubelskie ,parczewski,GMW,Urząd Miejski w Parczewie,Parczew,21-200,Parczew,ul. Warszawska,24,83,3551224,,,83,3551226,,sekretariat@parczew.com,www.parczew.com,,sekretariat@parczew.com
515,0613052,Podedwórze,lubelskie,parczewski,GW,Urząd Gminy Podedwórze,Podedwórze,21-222,Podedwórze,Podedwórze,44,83,3795011,,,83,3795008,,ug@podedworze.pl,www.gmina-podedworze.pl,,ug@podedworze.pl
516,0613000,Powiat Parczewski,lubelskie,parczewski,P,Starostwo Powiatowe w Parczewie,Parczew,21-200,Parczew,ul. Warszawska,24,83,3551470,,,83,3550673,,powiat@parczew.pl,www.powiat.parczew.pl,,powiat@parczew.pl
517,0613062,Siemień,lubelskie,parczewski,GW,Urząd Gminy Siemień,Siemień,21-220,Siemień,ul. Stawowa,1B,83,3547001,,,83,3547001,,administrator@siemien.pl,www.siemien.pl,,administrator@siemien.pl
518,0613072,Sosnowica,lubelskie,parczewski,GW,Urząd Gminy Sosnowica,Sosnowica,21-230,Sosnowica,ul. Spokojna,10,82,5912152,,,82,5912145,,sosnowica@sosnowica.pl,www.sosnowica.pl,,sosnowica@sosnowica.pl
519,0614022,Baranów,lubelskie,puławski ,GW,Urząd Gminy Baranów,Baranów,24-105,Baranów,ul. Rynek,14,81,8834027,,,81,8834041,,gmina@gminabaranow.pl,www.gminabaranow.pl,,gmina@gminabaranow.pl
520,0614032,Janowiec,lubelskie,puławski ,GW,Urząd Gminy Janowiec,Janowiec,24-123,Janowiec,ul. Radomska,2,81,8815800,,,81,8815801,,gmina@janowiec.pl,www.janowiec.pl,,gmina@janowiec.pl
521,0614043,Kazimierz Dolny ,lubelskie ,puławski ,GMW,Urząd Miasta w Kazimierzu Dolnym,Kazimierz Dolny ,24-120,Kazimierz Dolny ,ul. Senatorska ,5,81,8810212,,,81,8810213,,um@umkd.pl,www.kazimierz-dolny.pl,,um@umkd.pl
522,0614052,Końskowola,lubelskie,puławski ,GW,Urząd Gminy Końskowola,Końskowola,24-130,Końskowola,ul. Pożowska,3a,81,8816201,,,81,8816202,,ugkonskowola@post.pl,www.konskowola.info.pl,,ugkonskowola@post.pl
523,0614062,Kurów,lubelskie,puławski ,GW,Urząd Gminy Kurów,Kurów,24-170,Kurów,ul. Lubelska,35,81,8811151,,,81,8811151,,kurow@lubelskie.pl,www.kurow.eu,,kurow@lubelskie.pl
524,0614072,Markuszów,lubelskie,puławski ,GW,Urząd Gminy Markuszów,Markuszów,24-173,Markuszów,ul. Marka Sobieskiego,1,81,8818070,,,81,8818064,,gmina@markuszow.pl,www.markuszow.pl,,gmina@markuszow.pl
525,0614083,Nałęczów,lubelskie ,puławski ,GMW,Urząd Miejski w Nałęczowie,Nałęczów,24-150,Nałęczów,ul. Lipowa,3,81,5014500,,,81,5014500,,um@naleczow.pl,www.naleczow.pl,,um@naleczow.pl
526,0614000,Powiat Puławski,lubelskie ,puławski ,P,Starostwo Powiatowe w Puławach,Puławy ,24-100 ,Puławy ,Al. Królewska,19,81,8861100,,,81,8861179,,starostwo@pulawy.powiat.pl,www.pulawy.powiat.pl,,starostwo@pulawy.powiat.pl
527,0614011,Puławy,lubelskie,puławski ,GM,Urząd Miasta Puławy,Puławy,24-100,Puławy,ul. Lubelska,5,81,4586001,,,81,4586199,,um@um.pulawy.pl,www.pulawy.eu,,um@um.pulawy.pl
528,0614092,Puławy,lubelskie,puławski ,GW,Urząd Gminy Puławy,Puławy,24-100,Puławy,ul. Dęblińska,4,81,8874121,,,81,8874122,,sekretariat@pulawy.gmina.pl,www.gminapulawy.pl,,sekretariat@pulawy.gmina.pl
529,0614102,Wąwolnica,lubelskie,puławski ,GW,Urząd Gminy Wąwolnica,Wąwolnica,24-160,Wąwolnica,ul. Lubelska,39,81,8825072,,,81,8825072,,gmina@wawolnica.pl,www.wawolnica.pl,,gmina@wawolnica.pl
530,0614112,Żyrzyn,lubelskie ,puławski ,GW,Urząd Gminy Żyrzyn,Żyrzyn,24-103,Żyrzyn,ul. Powstania Styczniowego,10,81,8814226,,,81,8814226,,ugzyrzyn@post.pl,www.zyrzyn.pl,,ugzyrzyn@post.pl
531,0615022,Borki,lubelskie,radzyński,GW,Urząd Gminy Borki,Borki,21-345,Borki,ul. II Armii Wojska Polskiego,41,81,8574208,,,81,8574229,,borki@borkiradzynskie.pl,www.borkiradzynskie.pl,,borki@borkiradzynskie.pl
532,0615032,Czemierniki,lubelskie,radzyński,GW,Urząd Gminy Czemierniki,Czemierniki,21-306,Czemierniki,ul. Zamkowa,9,83,3513003,,,83,3513031,,gmina@czemierniki.eu,www.czemierniki.eu,,gmina@czemierniki.eu
533,0615042,Kąkolewnica,lubelskie,radzyński,GW,Urząd Gminy Kąkolewnica,Kąkolewnica,21-302,Kąkolewnica,ul. Lubelska,5,83,3722010,,,83,3722049,,gmina@kakolewnica.lublin.pl,www.kakolewnica.lublin.pl,,gmina@kakolewnica.lublin.pl
534,0615052,Komarówka Podlaska,lubelskie,radzyński,GW,Urząd Gminy Komarówka Podlaska,Komarówka Podlaska,21-311,Komarówka Podlaska,ul. Krótka,7,83,3535004,,,83,3535043,,komarowka@home.pl,www.komarowkapodlaska.pl,,komarowka@home.pl
535,0615000,Powiat Radzyński,lubelskie,radzyński,P,Starostwo Powiatowe w Radzyniu Podlaskim,Radzyń Podlaski,21-300,Radzyń Podlaski,pl. I. Potockiego,1,83,3527400,,,83,3527402,,starostwo.radzyn@pra.pl,www.pra.pl,,starostwo.radzyn@pra.pl
536,0615011,Radzyń Podlaski,lubelskie,radzyński,GM,Urząd Miasta Radzyń Podlaski,Radzyń Podlaski,21-300,Radzyń Podlaski,ul. Warszawska,32,83,3512460,,,83,3528085,,sekretariat@radzyn-podl.pl,www.radzyn-podl.pl,,sekretariat@radzyn-podl.pl
537,0615062,Radzyń Podlaski,lubelskie,radzyński,GW,Urząd Gminy Radzyń Podlaski,Radzyń Podlaski,21-300,Radzyń Podlaski,ul. Warszawska,32,83,4131800,,,83,4131800,,ug@radzynpodlaski.pl,www.radzynpodlaski.pl,,ug@radzynpodlaski.pl
538,0615072,Ulan-Majorat,lubelskie,radzyński,GW,Urząd Gminy Ulan-Majorat,Ulan-Majorat,21-307,Ulan-Majorat,Ulan-Majorat,57,83,3518069,,,83,3518069,,ug@ulanmajorat.pl,www.ulanmajorat.pl,,ug@ulanmajorat.pl
539,0615082,Wohyń,lubelskie,radzyński,GW,Urząd Gminy Wohyń,Wohyń,21-310,Wohyń,ul. Radzyńska,4,83,3530003,,,83,3530064,,wohyn@home.pl,www.wohyn.home.pl,,wohyn@home.pl
540,0616011,Dęblin,lubelskie,rycki,GM,Urząd Miasta Dęblin,Dęblin,08-530,Dęblin,Rynek,12,81,8830001,,,81,8801911,,poczta@um.deblin.pl,www.deblin.pl,,poczta@um.deblin.pl
541,0616022,Kłoczew,lubelskie,rycki,GW,Urząd Gminy Kłoczew,Kłoczew,08-550,Kłoczew,ul. Długa,67,25,7543199,,,25,7543199,,gmina@kloczew.pl,www.kloczew.pl,,gmina@kloczew.pl
542,0616032,Nowodwór,lubelskie,rycki,GW,Urząd Gminy Nowodwór,Nowodwór,08-503,Nowodwór,Nowodwór,71A,81,8661018,,,81,8661019,,sekretariat@nowodwor.eurzad.eu,www.ugnowodwor.bip.lubelskie.pl,,sekretariat@nowodwor.eurzad.eu
543,0616000,Powiat Rycki,lubelskie,rycki,P,Starostwo Powiatowe w Rykach,Ryki,08-500,Ryki,ul. Wyczółkowskiego,10A,81,8657450,,,81,8651966,,starostwo@ryki.powiat.pl,www.ryki.powiat.pl,,starostwo@ryki.powiat.pl
544,0616043,Ryki,lubelskie ,rycki,GMW,Urząd Miejski w Rykach,Ryki,08-500,Ryki,ul. Karola Wojtyły,29,81,8657110,,,81,8657111,,ryki@ryki.pl,www.ryki.pl,,ryki@ryki.pl
545,0616052,Stężyca,lubelskie,rycki,GW,Urząd Gminy Stężyca,Stężyca,08-540,Stężyca,pl. Senatorski,1,81,8663038,,,81,8663067,,sekretariat@stezyca.eurzad.eu,www.gmina-stezyca.pl,,sekretariat@stezyca.eurzad.eu
546,0616062,Ułęż,lubelskie,rycki,GW,Urząd Gminy Ułęż,Ułęż,08-504,Ułęż,Ułęż,168,81,8667004,,,81,8667028,,gmina@ulez.eurzad.eu,www.ulez.eurzad.eu,,gmina@ulez.eurzad.eu
547,0617022,Mełgiew,lubelskie,świdnicki,GW,Urząd Gminy Mełgiew,Mełgiew,21-007,Mełgiew,ul. Partyzancka,2,81,7597700,,,81,4605790,,melgiew@melgiew.pl,www.melgiew.pl,,melgiew@melgiew.pl
548,0617033,Piaski,lubelskie ,świdnicki,GMW,Urząd Miejski Piaski,Piaski,21-050,Piaski,ul. Lubelska,77,81,5821020,,,81,5821020,,um@piaski.pl,www.piaski.pl,,um@piaski.pl
